model_name,km_driven,fuel_type,transmission,owner,engine_capacity,price,link
2019 Maruti Swift,41.55k km,Petrol,,1st,1197cc,₹5.30 lakh,https://www.cars24.com/buy-used-maruti-swift-2019-cars-mumbai-10373708712/
2014 Honda Brio,28.41k km,Petrol,Manual,1st,1198cc,₹3.01 lakh,https://www.cars24.com/buy-used-honda-brio-2014-cars-mumbai-10344904773/
2015 Ford Ecosport,53.90k km,Petrol,Manual,1st,1499cc,₹3.97 lakh,https://www.cars24.com/buy-used-ford-ecosport-2015-cars-mumbai-10390708795/
2021 Renault TRIBER,61.67k km,Petrol,,1st,999cc,₹4.65 lakh,https://www.cars24.com/buy-used-renault-triber-2021-cars-mumbai-10381534736/
2017 Renault Kwid,1.3L km,CNG,Manual,2nd,999cc,₹2.70 lakh,https://www.cars24.com/buy-used-renault-kwid-2017-cars-mumbai-12419348761/
2012 Hyundai i20,1.5L km,Petrol,Manual,1st,1197cc,₹2.08 lakh,https://www.cars24.com/buy-used-hyundai-i20-2012-cars-mumbai-10363747708/
2014 Honda City,51.87k km,Petrol,Manual,1st,1497cc,₹4.49 lakh,https://www.cars24.com/buy-used-honda-city-2014-cars-mumbai-10356106772/
2017 Hyundai Elite i20,33.20k km,Petrol,Manual,1st,1197cc,₹4.91 lakh,https://www.cars24.com/buy-used-hyundai-elite-i20-2017-cars-mumbai-10318703777/
2015 Hyundai Xcent,57.41k km,Petrol,Manual,1st,1197cc,₹3.51 lakh,https://www.cars24.com/buy-used-hyundai-xcent-2015-cars-mumbai-10308607792/
2017 Tata Tiago,29.02k km,Petrol,,1st,1199cc,₹3.83 lakh,https://www.cars24.com/buy-used-tata-tiago-2017-cars-mumbai-10306303792/
2019 Maruti Ciaz,35.47k km,Petrol,,1st,1462cc,₹6.97 lakh,https://www.cars24.com/buy-used-maruti-ciaz-2019-cars-mumbai-10393405773/
2019 Maruti Baleno,26.59k km,Petrol,,1st,1197cc,₹5.85 lakh,https://www.cars24.com/buy-used-maruti-baleno-2019-cars-mumbai-10450849762/
2020 Maruti New Wagon-R,61.42k km,CNG,Manual,1st,998cc,₹4.56 lakh,https://www.cars24.com/buy-used-maruti-new-wagon-r-2020-cars-mumbai-10387809793/
2016 Honda City,1.3L km,Petrol,,1st,1497cc,₹4.90 lakh,https://www.cars24.com/buy-used-honda-city-2016-cars-mumbai-10343701793/
2016 Volkswagen Vento,68.32k km,Petrol,,2nd,1197cc,₹4.62 lakh,https://www.cars24.com/buy-used-volkswagen-vento-2016-cars-mumbai-10330806776/
2021 Maruti Ertiga,53.12k km,CNG,Manual,1st,1462cc,₹9.46 lakh,https://www.cars24.com/buy-used-maruti-ertiga-2021-cars-mumbai-10368800717/
2017 Maruti Vitara Brezza,90.30k km,Diesel,Manual,1st,1248cc,₹6.35 lakh,https://www.cars24.com/buy-used-maruti-vitara-brezza-2017-cars-mumbai-10379907716/
2023 Honda Amaze,24.69k km,Petrol,,1st,1199cc,₹7.93 lakh,https://www.cars24.com/buy-used-honda-amaze-2023-cars-mumbai-10332707778/
2018 Ford Ecosport,73.57k km,Diesel,Manual,1st,1498cc,₹5.82 lakh,https://www.cars24.com/buy-used-ford-ecosport-2018-cars-mumbai-10334809772/
2021 Hyundai AURA,13.10k km,Petrol,Manual,1st,1197cc,₹6.10 lakh,https://www.cars24.com/buy-used-hyundai-aura-2021-cars-mumbai-10374109774/
2018 Ford Ecosport,29.03k km,Petrol,,1st,1497cc,₹5.91 lakh,https://www.cars24.com/buy-used-ford-ecosport-2018-cars-mumbai-10354205716/
2015 Hyundai Grand i10,60.16k km,Petrol,,2nd,1197cc,₹3.40 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2015-cars-mumbai-10359449763/
2019 Maruti IGNIS,4.70k km,Petrol,,1st,1197cc,₹5.18 lakh,https://www.cars24.com/buy-used-maruti-ignis-2019-cars-mumbai-10369301712/
2018 Hyundai Grand i10,46.10k km,Petrol,Manual,2nd,1197cc,₹4.10 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2018-cars-mumbai-11275443763/
2019 Datsun Go Plus,41.49k km,CNG,Manual,2nd,1198cc,₹3.97 lakh,https://www.cars24.com/buy-used-datsun-go-plus-2019-cars-mumbai-10335240709/
2016 Hyundai i20 Active,24.55k km,Petrol,Manual,1st,1197cc,₹5.10 lakh,https://www.cars24.com/buy-used-hyundai-i20-active-2016-cars-mumbai-10353600770/
2019 Hyundai Grand i10,85.58k km,CNG,Manual,2nd,1197cc,₹3.83 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2019-cars-mumbai-10384449705/
2022 Hyundai GRAND I10 NIOS,28.07k km,Petrol,Manual,1st,1197cc,₹5.82 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-nios-2022-cars-mumbai-10308402717/
2014 Honda Brio,32.06k km,Petrol,,1st,1198cc,₹3.21 lakh,https://www.cars24.com/buy-used-honda-brio-2014-cars-mumbai-10356403792/
2019 Honda City,92.89k km,Petrol,Manual,1st,1497cc,₹6.11 lakh,https://www.cars24.com/buy-used-honda-city-2019-cars-mumbai-10339308779/
2020 Hyundai AURA,57.57k km,Diesel,,2nd,1186cc,₹6.75 lakh,https://www.cars24.com/buy-used-hyundai-aura-2020-cars-mumbai-10399002790/
2019 Hyundai Creta,93.08k km,Diesel,Manual,1st,1582cc,₹9.64 lakh,https://www.cars24.com/buy-used-hyundai-creta-2019-cars-mumbai-10319045748/
2021 Renault Kiger,27.50k km,Petrol,Manual,2nd,999cc,₹5.30 lakh,https://www.cars24.com/buy-used-renault-kiger-2021-cars-mumbai-10302220724/
2023 Hyundai AURA,7.29k km,Petrol,Manual,1st,1197cc,₹7.10 lakh,https://www.cars24.com/buy-used-hyundai-aura-2023-cars-mumbai-10329904717/
2018 Hyundai Xcent,1.0L km,Petrol,Manual,1st,1197cc,₹4.66 lakh,https://www.cars24.com/buy-used-hyundai-xcent-2018-cars-mumbai-12424645709/
2024 Tata NEXON,24.41k km,Petrol,,1st,1199cc,₹12.28 lakh,https://www.cars24.com/buy-used-tata-nexon-2024-cars-mumbai-10334305775/
2022 Nissan MAGNITE,13.46k km,Petrol,Manual,1st,999cc,₹4.72 lakh,https://www.cars24.com/buy-used-nissan-magnite-2022-cars-mumbai-10343749767/
2015 Skoda Rapid,64.19k km,Petrol,Manual,2nd,1598cc,₹2.80 lakh,https://www.cars24.com/buy-used-skoda-rapid-2015-cars-mumbai-10385044740/
2023 KIA SELTOS,14.97k km,Petrol,Manual,1st,,₹12.55 lakh,https://www.cars24.com/buy-used-kia-seltos-2023-cars-mumbai-10390705718/
2024 Tata ALTROZ,12.69k km,CNG,Manual,1st,1199cc,₹6.95 lakh,https://www.cars24.com/buy-used-tata-altroz-2024-cars-mumbai-10363543761/
2021 Tata TIGOR,60.02k km,CNG,Manual,1st,1199cc,₹4.80 lakh,https://www.cars24.com/buy-used-tata-tigor-2021-cars-mumbai-10399700798/
2020 Hyundai GRAND I10 NIOS,25.95k km,Petrol,Manual,1st,1197cc,₹4.90 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-nios-2020-cars-mumbai-10307607775/
2012 Maruti Wagon R 1.0,55.85k km,CNG,Manual,1st,998cc,₹2.32 lakh,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2012-cars-mumbai-10370703775/
2014 Hyundai i20,33.92k km,Petrol,Manual,1st,1197cc,₹2.66 lakh,https://www.cars24.com/buy-used-hyundai-i20-2014-cars-mumbai-10386141748/
2017 Renault Kwid,1.0L km,Petrol,Manual,1st,999cc,₹2.15 lakh,https://www.cars24.com/buy-used-renault-kwid-2017-cars-mumbai-10394044702/
2023 Tata PUNCH,24.80k km,CNG,Manual,1st,1199cc,₹6.21 lakh,https://www.cars24.com/buy-used-tata-punch-2023-cars-mumbai-10385906778/
2021 Tata ALTROZ,35.91k km,Petrol,Manual,1st,1199cc,₹4.90 lakh,https://www.cars24.com/buy-used-tata-altroz-2021-cars-mumbai-10399403772/
2019 Honda City,32.14k km,Petrol,,1st,1497cc,₹6.43 lakh,https://www.cars24.com/buy-used-honda-city-2019-cars-mumbai-10331146701/
2014 Maruti Wagon R 1.0,55.82k km,Petrol,Manual,2nd,998cc,₹2.32 lakh,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2014-cars-mumbai-10390002778/
2013 Maruti Swift,44.85k km,Petrol,Manual,2nd,1197cc,₹2.85 lakh,https://www.cars24.com/buy-used-maruti-swift-2013-cars-mumbai-12450648748/
2019 Maruti S PRESSO,60.77k km,Petrol,,1st,998cc,₹3.30 lakh,https://www.cars24.com/buy-used-maruti-s-presso-2019-cars-mumbai-10391109711/
2018 Ford FREESTYLE,88.02k km,Diesel,Manual,2nd,1498cc,₹3.85 lakh,https://www.cars24.com/buy-used-ford-freestyle-2018-cars-mumbai-10354628707/
2018 Honda Amaze,70.89k km,Diesel,,1st,1498cc,₹5.83 lakh,https://www.cars24.com/buy-used-honda-amaze-2018-cars-mumbai-10383340738/
2017 Maruti Swift,65.37k km,Petrol,Manual,1st,1197cc,₹4.61 lakh,https://www.cars24.com/buy-used-maruti-swift-2017-cars-mumbai-10358806797/
2018 Tata Hexa,1.3L km,Diesel,Manual,1st,2179cc,₹6.60 lakh,https://www.cars24.com/buy-used-tata-hexa-2018-cars-mumbai-10379603796/
2017 Honda WR-V,33.48k km,Petrol,Manual,1st,1199cc,₹4.79 lakh,https://www.cars24.com/buy-used-honda-wr-v-2017-cars-mumbai-10347247744/
2013 Volkswagen Vento,94.36k km,Petrol,,2nd,1598cc,₹2.50 lakh,https://www.cars24.com/buy-used-volkswagen-vento-2013-cars-mumbai-10371548747/
2022 MG ASTOR,16.32k km,Petrol,Manual,2nd,1498cc,₹7.75 lakh,https://www.cars24.com/buy-used-mg-astor-2022-cars-mumbai-10384505775/
2017 Hyundai Creta,76.21k km,Diesel,Manual,2nd,1582cc,₹7.11 lakh,https://www.cars24.com/buy-used-hyundai-creta-2017-cars-mumbai-10307043787/
2013 Maruti Swift Dzire,56.60k km,Petrol,,1st,1197cc,₹3.21 lakh,https://www.cars24.com/buy-used-maruti-swift-dzire-2013-cars-mumbai-10364309774/
2013 Honda Amaze,41.57k km,Petrol,Manual,2nd,1198cc,₹2.22 lakh,https://www.cars24.com/buy-used-honda-amaze-2013-cars-mumbai-10320440707/
2022 MG ASTOR,54.45k km,Petrol,Manual,1st,1498cc,₹10.20 lakh,https://www.cars24.com/buy-used-mg-astor-2022-cars-mumbai-10302500773/
2019 Tata NEXON,63.68k km,Petrol,Manual,1st,1198cc,₹5.78 lakh,https://www.cars24.com/buy-used-tata-nexon-2019-cars-mumbai-10380005778/
2019 Hyundai Creta,33.48k km,Petrol,Manual,2nd,1591cc,₹7.54 lakh,https://www.cars24.com/buy-used-hyundai-creta-2019-cars-mumbai-10331108799/
2018 Renault Kwid,43.90k km,Petrol,,2nd,999cc,₹2.84 lakh,https://www.cars24.com/buy-used-renault-kwid-2018-cars-mumbai-10339507772/
2018 Datsun Go Plus,36.35k km,CNG,Manual,1st,1198cc,₹2.90 lakh,https://www.cars24.com/buy-used-datsun-go-plus-2018-cars-mumbai-10346843748/
2018 Renault Kwid,28.06k km,Petrol,,1st,999cc,₹2.70 lakh,https://www.cars24.com/buy-used-renault-kwid-2018-cars-mumbai-10329945728/
2018 Honda Jazz,37.85k km,Petrol,,2nd,,₹5.19 lakh,https://www.cars24.com/buy-used-honda-jazz-2018-cars-mumbai-10301506773/
2018 Tata Tiago,37.75k km,Petrol,Manual,1st,1199cc,₹3.46 lakh,https://www.cars24.com/buy-used-tata-tiago-2018-cars-mumbai-11402648766/
2022 Tata ALTROZ,5.41k km,Petrol,Manual,1st,1199cc,₹6.15 lakh,https://www.cars24.com/buy-used-tata-altroz-2022-cars-mumbai-10307445765/
2022 Volkswagen TAIGUN,23.14k km,Petrol,Manual,2nd,999cc,₹8.15 lakh,https://www.cars24.com/buy-used-volkswagen-taigun-2022-cars-mumbai-10306749720/
2022 MG ASTOR,29.85k km,Petrol,Manual,1st,1498cc,₹10.15 lakh,https://www.cars24.com/buy-used-mg-astor-2022-cars-mumbai-10313605772/
2023 Maruti Grand Vitara,17.48k km,Petrol,Manual,1st,1462cc,₹10.00 lakh,https://www.cars24.com/buy-used-maruti-grand-vitara-2023-cars-mumbai-10388202779/
2017 Renault Kwid,53.68k km,Petrol,,1st,999cc,₹2.70 lakh,https://www.cars24.com/buy-used-renault-kwid-2017-cars-mumbai-10327240704/
2014 Maruti Ertiga,91.52k km,CNG,Manual,3rd,1373cc,₹4.39 lakh,https://www.cars24.com/buy-used-maruti-ertiga-2014-cars-mumbai-10355540745/
2015 Honda Jazz,20.25k km,Petrol,Manual,1st,1199cc,₹3.60 lakh,https://www.cars24.com/buy-used-honda-jazz-2015-cars-mumbai-10363545748/
2014 Renault Duster,97.70k km,Diesel,Manual,1st,1461cc,₹3.40 lakh,https://www.cars24.com/buy-used-renault-duster-2014-cars-mumbai-10372936744/
2022 Honda City,37.94k km,Petrol,,1st,1498cc,₹8.70 lakh,https://www.cars24.com/buy-used-honda-city-2022-cars-mumbai-10346921762/
2018 Maruti Swift,61.36k km,Petrol,Manual,1st,1197cc,₹5.31 lakh,https://www.cars24.com/buy-used-maruti-swift-2018-cars-mumbai-10317941722/
2023 Mahindra Bolero,21.09k km,Diesel,Manual,1st,1493cc,₹8.15 lakh,https://www.cars24.com/buy-used-mahindra-bolero-2023-cars-mumbai-10372306796/
2021 Tata ALTROZ,18.00k km,Petrol,Manual,2nd,1199cc,₹6.13 lakh,https://www.cars24.com/buy-used-tata-altroz-2021-cars-mumbai-10359200716/
2014 Honda City,75.62k km,Petrol,Manual,1st,1497cc,₹4.46 lakh,https://www.cars24.com/buy-used-honda-city-2014-cars-mumbai-10321309797/
2022 Volkswagen TAIGUN,35.33k km,Petrol,,1st,999cc,₹11.05 lakh,https://www.cars24.com/buy-used-volkswagen-taigun-2022-cars-mumbai-10300442794/
2024 Tata ALTROZ,8.16k km,Petrol,,1st,1199cc,₹7.15 lakh,https://www.cars24.com/buy-used-tata-altroz-2024-cars-mumbai-10390849745/
2021 Maruti Alto,29.92k km,CNG,Manual,1st,796cc,₹3.43 lakh,https://www.cars24.com/buy-used-maruti-alto-2021-cars-mumbai-10304040707/
2023 Maruti Celerio,31.87k km,CNG,,1st,998cc,₹5.54 lakh,https://www.cars24.com/buy-used-maruti-celerio-2023-cars-mumbai-10381340707/
2017 Maruti Alto K10,7.71k km,Petrol,Manual,1st,998cc,₹2.64 lakh,https://www.cars24.com/buy-used-maruti-alto-k10-2017-cars-mumbai-10635143740/
2018 Maruti Alto 800,23.28k km,Petrol,Manual,2nd,796cc,₹2.54 lakh,https://www.cars24.com/buy-used-maruti-alto-800-2018-cars-mumbai-10366345763/
2016 Maruti Wagon R 1.0,98.30k km,CNG,Manual,1st,998cc,₹2.98 lakh,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2016-cars-mumbai-10314407795/
2024 Maruti Baleno,2.74k km,Petrol,Manual,2nd,1197cc,₹6.17 lakh,https://www.cars24.com/buy-used-maruti-baleno-2024-cars-mumbai-10317207777/
2013 Hyundai i10,31.27k km,Petrol,,2nd,1197cc,₹2.68 lakh,https://www.cars24.com/buy-used-hyundai-i10-2013-cars-mumbai-10390146764/
2018 Renault Kwid,57.53k km,Petrol,,3rd,999cc,₹2.55 lakh,https://www.cars24.com/buy-used-renault-kwid-2018-cars-mumbai-10313401794/
2021 Volkswagen Vento,17.40k km,Petrol,,2nd,999cc,₹7.96 lakh,https://www.cars24.com/buy-used-volkswagen-vento-2021-cars-mumbai-10394606791/
2020 Renault TRIBER,36.52k km,Petrol,Manual,1st,999cc,₹4.49 lakh,https://www.cars24.com/buy-used-renault-triber-2020-cars-mumbai-10359601773/
2017 Maruti Ertiga,40.82k km,Petrol,Manual,1st,1373cc,₹6.60 lakh,https://www.cars24.com/buy-used-maruti-ertiga-2017-cars-mumbai-13404449729/
2018 Ford FREESTYLE,61.43k km,Petrol,Manual,1st,1194cc,₹3.61 lakh,https://www.cars24.com/buy-used-ford-freestyle-2018-cars-mumbai-10346045766/
2016 Maruti Ciaz,70.94k km,Petrol,Manual,1st,1373cc,₹4.25 lakh,https://www.cars24.com/buy-used-maruti-ciaz-2016-cars-mumbai-10386807795/
2022 Tata Safari,45.29k km,Diesel,,1st,1956cc,₹16.90 lakh,https://www.cars24.com/buy-used-tata-safari-2022-cars-mumbai-10341344702/
2022 Maruti Ciaz,21.10k km,Petrol,,1st,1462cc,₹7.52 lakh,https://www.cars24.com/buy-used-maruti-ciaz-2022-cars-mumbai-10364444722/
2022 Renault Kiger,27.73k km,Petrol,Manual,1st,999cc,₹6.02 lakh,https://www.cars24.com/buy-used-renault-kiger-2022-cars-mumbai-10334648705/
2014 Toyota Innova,50.73k km,Diesel,Manual,1st,2494cc,₹7.35 lakh,https://www.cars24.com/buy-used-toyota-innova-2014-cars-mumbai-10329308771/
2014 Honda Brio,34.25k km,Petrol,,1st,1198cc,₹3.08 lakh,https://www.cars24.com/buy-used-honda-brio-2014-cars-mumbai-10354349726/
2019 Maruti Baleno,27.13k km,Petrol,,2nd,,₹4.90 lakh,https://www.cars24.com/buy-used-maruti-baleno-2019-cars-mumbai-10337500798/
2018 Hyundai Elite i20,95.30k km,Petrol,Manual,2nd,1197cc,₹4.30 lakh,https://www.cars24.com/buy-used-hyundai-elite-i20-2018-cars-mumbai-10310243768/
2021 MG HECTOR,64.54k km,Diesel,Manual,1st,1956cc,₹10.20 lakh,https://www.cars24.com/buy-used-mg-hector-2021-cars-mumbai-10349943762/
2021 KIA SONET,50.29k km,Diesel,,2nd,1493cc,₹8.35 lakh,https://www.cars24.com/buy-used-kia-sonet-2021-cars-mumbai-10353602792/
2016 Ford Ecosport,63.66k km,Diesel,Manual,1st,1498cc,₹4.60 lakh,https://www.cars24.com/buy-used-ford-ecosport-2016-cars-mumbai-10300242744/
2014 Hyundai Grand i10,19.03k km,Petrol,Manual,1st,1197cc,₹3.36 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2014-cars-mumbai-10360202799/
2021 Tata TIGOR,27.24k km,Petrol,,1st,1199cc,₹5.60 lakh,https://www.cars24.com/buy-used-tata-tigor-2021-cars-mumbai-10331706791/
2022 Mahindra XUV300,34.04k km,Diesel,,1st,1497cc,₹8.45 lakh,https://www.cars24.com/buy-used-mahindra-xuv300-2022-cars-mumbai-10366948760/
2015 Volkswagen Vento,79.64k km,Petrol,,2nd,,₹3.75 lakh,https://www.cars24.com/buy-used-volkswagen-vento-2015-cars-mumbai-10323108793/
2016 Honda City,67.42k km,Petrol,Manual,1st,1497cc,₹4.87 lakh,https://www.cars24.com/buy-used-honda-city-2016-cars-mumbai-10389906716/
2015 Maruti Ertiga,55.63k km,Petrol,Manual,1st,,₹4.88 lakh,https://www.cars24.com/buy-used-maruti-ertiga-2015-cars-mumbai-10316646701/
2022 Renault Kwid,3.53k km,Petrol,,1st,999cc,₹4.35 lakh,https://www.cars24.com/buy-used-renault-kwid-2022-cars-mumbai-10337505770/
2021 Volkswagen T-ROC,77.85k km,Petrol,,1st,1498cc,₹15.75 lakh,https://www.cars24.com/buy-used-volkswagen-t-roc-2021-cars-mumbai-10391607777/
2020 Skoda Rapid,33.62k km,Petrol,Manual,2nd,999cc,₹6.90 lakh,https://www.cars24.com/buy-used-skoda-rapid-2020-cars-mumbai-10395943766/
2013 Maruti Ertiga,34.72k km,Petrol,Manual,2nd,1373cc,₹4.00 lakh,https://www.cars24.com/buy-used-maruti-ertiga-2013-cars-mumbai-10328944766/
2022 Maruti S Cross,45.43k km,Petrol,,2nd,1462cc,₹7.69 lakh,https://www.cars24.com/buy-used-maruti-s-cross-2022-cars-mumbai-10304905772/
2024 Renault Kiger,4.35k km,Petrol,Manual,1st,999cc,₹6.60 lakh,https://www.cars24.com/buy-used-renault-kiger-2024-cars-mumbai-10333341768/
2022 Maruti Swift,53.02k km,Petrol,,1st,1197cc,₹6.24 lakh,https://www.cars24.com/buy-used-maruti-swift-2022-cars-mumbai-10315646707/
2022 Tata TIGOR,32.39k km,CNG,Manual,1st,1199cc,₹5.49 lakh,https://www.cars24.com/buy-used-tata-tigor-2022-cars-mumbai-10391449700/
2012 Maruti Swift,31.64k km,Diesel,Manual,1st,1248cc,₹3.20 lakh,https://www.cars24.com/buy-used-maruti-swift-2012-cars-mumbai-10399449706/
2017 Hyundai Creta,1.5L km,Petrol,,2nd,1591cc,₹6.60 lakh,https://www.cars24.com/buy-used-hyundai-creta-2017-cars-mumbai-10396140748/
2019 MG HECTOR,42.55k km,Petrol,,1st,1451cc,₹9.95 lakh,https://www.cars24.com/buy-used-mg-hector-2019-cars-mumbai-10370748702/
2020 Hyundai NEW I20,71.20k km,Petrol,,1st,998cc,₹6.69 lakh,https://www.cars24.com/buy-used-hyundai-new-i20-2020-cars-mumbai-10362043735/
2023 Tata ALTROZ,42.04k km,Petrol,,1st,1199cc,₹7.55 lakh,https://www.cars24.com/buy-used-tata-altroz-2023-cars-mumbai-10342740744/
2012 Maruti Swift,73.14k km,Petrol,Manual,1st,1197cc,₹2.58 lakh,https://www.cars24.com/buy-used-maruti-swift-2012-cars-mumbai-10328505797/
2015 Hyundai Grand i10,63.59k km,Petrol,,2nd,1197cc,₹3.17 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2015-cars-mumbai-10331700795/
2017 Honda WR-V,57.14k km,Petrol,Manual,1st,1199cc,₹4.92 lakh,https://www.cars24.com/buy-used-honda-wr-v-2017-cars-mumbai-10367102793/
2020 Hyundai Creta,61.63k km,Petrol,,2nd,1497cc,₹11.30 lakh,https://www.cars24.com/buy-used-hyundai-creta-2020-cars-mumbai-10369607777/
2017 Maruti Ertiga,45.49k km,Petrol,Manual,2nd,1373cc,₹6.28 lakh,https://www.cars24.com/buy-used-maruti-ertiga-2017-cars-mumbai-10304009799/
2013 Nissan Sunny,1.0L km,Diesel,Manual,2nd,1461cc,₹2.05 lakh,https://www.cars24.com/buy-used-nissan-sunny-2013-cars-mumbai-10384146722/
2017 Skoda Octavia,56.68k km,Petrol,,1st,1798cc,₹7.00 lakh,https://www.cars24.com/buy-used-skoda-octavia-2017-cars-mumbai-10393942753/
2022 KIA SONET,21.71k km,Diesel,Manual,1st,1493cc,₹10.20 lakh,https://www.cars24.com/buy-used-kia-sonet-2022-cars-mumbai-10387004770/
2018 Renault Captur,60.95k km,Petrol,Manual,1st,1498cc,₹5.20 lakh,https://www.cars24.com/buy-used-renault-captur-2018-cars-mumbai-10357603714/
2021 Tata Tiago,15.30k km,Petrol,Manual,1st,1199cc,₹4.59 lakh,https://www.cars24.com/buy-used-tata-tiago-2021-cars-mumbai-10351907794/
2014 Maruti Swift,36.22k km,Petrol,Manual,1st,1197cc,₹3.59 lakh,https://www.cars24.com/buy-used-maruti-swift-2014-cars-mumbai-10314049703/
2015 Maruti Alto K10,51.52k km,Petrol,,2nd,998cc,₹2.23 lakh,https://www.cars24.com/buy-used-maruti-alto-k10-2015-cars-mumbai-10359007796/
2022 Hyundai VENUE,34.02k km,Petrol,Manual,1st,1197cc,₹7.30 lakh,https://www.cars24.com/buy-used-hyundai-venue-2022-cars-mumbai-12472745763/
2021 Hyundai NEW SANTRO,82.36k km,CNG,Manual,1st,1086cc,₹3.76 lakh,https://www.cars24.com/buy-used-hyundai-new-santro-2021-cars-mumbai-10325844724/
2020 KIA SELTOS,26.66k km,Petrol,,2nd,1353cc,₹10.20 lakh,https://www.cars24.com/buy-used-kia-seltos-2020-cars-mumbai-10333842704/
2017 Hyundai Grand i10,14.16k km,Petrol,Manual,1st,1197cc,₹3.95 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-mumbai-10338247704/
2023 Skoda KUSHAQ,9.39k km,Petrol,Manual,1st,999cc,₹9.80 lakh,https://www.cars24.com/buy-used-skoda-kushaq-2023-cars-mumbai-10323148762/
2013 Hyundai i10,17.87k km,Petrol,Manual,1st,1086cc,₹2.14 lakh,https://www.cars24.com/buy-used-hyundai-i10-2013-cars-mumbai-10310644726/
2024 Maruti FRONX,12.66k km,Petrol,,1st,998cc,₹10.50 lakh,https://www.cars24.com/buy-used-maruti-fronx-2024-cars-mumbai-10300209791/
2021 Renault Kwid,33.45k km,Petrol,,2nd,999cc,₹3.42 lakh,https://www.cars24.com/buy-used-renault-kwid-2021-cars-mumbai-10310840706/
2018 Maruti Dzire,66.90k km,Petrol,,1st,1197cc,₹4.92 lakh,https://www.cars24.com/buy-used-maruti-dzire-2018-cars-mumbai-10359847764/
2023 Volkswagen VIRTUS,9.99k km,Petrol,,1st,999cc,₹12.05 lakh,https://www.cars24.com/buy-used-volkswagen-virtus-2023-cars-mumbai-10351304794/
2022 Maruti Baleno,66.65k km,Petrol,Manual,1st,,₹6.49 lakh,https://www.cars24.com/buy-used-maruti-baleno-2022-cars-mumbai-10359847750/
2019 Hyundai NEW SANTRO,62.31k km,Petrol,,1st,1086cc,₹3.85 lakh,https://www.cars24.com/buy-used-hyundai-new-santro-2019-cars-mumbai-10315101793/
2016 Maruti Baleno,35.83k km,Petrol,Manual,2nd,1197cc,₹4.15 lakh,https://www.cars24.com/buy-used-maruti-baleno-2016-cars-mumbai-10060343767/
2020 Renault TRIBER,53.75k km,Petrol,Manual,2nd,999cc,₹4.40 lakh,https://www.cars24.com/buy-used-renault-triber-2020-cars-mumbai-10395740701/
2021 Tata PUNCH,14.90k km,Petrol,Manual,1st,1199cc,₹6.90 lakh,https://www.cars24.com/buy-used-tata-punch-2021-cars-mumbai-10364301797/
